NIVEL;DESCRIÇÃO ITEM;QUANTIDADE ITEM;COMPRIMENTO;PESO ITEM;CÓDICO ITEM;PROCESSOS;MASCARA ENTRADA;MASCARA SAÍDA;NATUREZA;HASH;LARGURA
33.1;PERFIL DE ALUMINIO FECHAMENTO 200 X 150MM;1;15 CM;24,568 KG;;CS F;301031;301031;3;NEO20260128de9a;18,797 CM
33.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,15;;1;1010030011;;;;;;
33.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 86MM";2;8,6 CM;1,15328 KG;3010013348;;;;;;
33.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,08;;1;1010020001;;;;;;
34;FECHAMENTO VERTICAL-FV-8X215;3;;25;;S;301015;301015;3;NEO20260128d87d;
34.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 2150MM;3;215 CM;24,568 KG;3010110096;;;;;;
34.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;2,15;;1;1010030011;;;;;;
34.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 86MM";12;8,6 CM;1,15328 KG;3010013348;;;;;;
34.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,08;;1;1010020001;;;;;;
35;FECHAMENTO VERTICAL-FV-10X215;2;;17;3010150009;;;;;;
35.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 2150MM;2;215 CM;17,845 KG;3010110096;;;;;;
35.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;2,15;;1;1010030011;;;;;;
35.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 106MM";8;10,6 CM;0,57664 KG;3010010148;;;;;;
35.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,1;;1;1010020001;;;;;;
36;FECHAMENTO VERTICAL-FV-10X103;6;;26;;S;301015;301015;3;NEO2026012815b1;
36.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 1030MM;6;103 CM;25,647 KG;3010115643;;;;;;
36.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;1,03;;1;1010030011;;;;;;
36.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 106MM";12;10,6 CM;1,72992 KG;3010010148;;;;;;
36.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,1;;1;1010020001;;;;;;
37;FECHAMENTO VERTICAL-FV-8X35;1;;1;;S;301015;301015;3;NEO202601282c65;
37.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 350MM;1;35 CM;1,4525 KG;3010110511;;;;;;
37.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,35;;1;1010030011;;;;;;
38;FECHAMENTO VERTICAL COM NEGATIVO-FV-NV-8X150X8;4;;24;;S;301015;301015;3;NEO20260128584b;
38.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 1500MM;4;150 CM;24,9 KG;3010110213;;;;;;
38.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;1,5;;1;1010030011;;;;;;
39;FECHAMENTO VERTICAL COM NEGATIVO-FV-NV-10X150X5;1;;6;;S;301015;301015;3;NEO20260128dca6;
39.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 1500MM;1;150 CM;6,225 KG;3010110213;;;;;;
39.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;1,5;;1;1010030011;;;;;;
40;FECHAMENTO VERTICAL COM NEGATIVO-FV-NV-8X65X8;4;;10;;S;301015;301015;3;NEO202601289a4b;
40.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 650MM;4;65 CM;10,79 KG;3010110441;;;;;;
40.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,65;;1;1010030011;;;;;;
41;FECHAMENTO VERTICAL COM NEGATIVO-FV-NV-10X65X5;2;;5;;S;301015;301015;3;NEO20260128b9aa;
41.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 650MM;2;65 CM;5,395 KG;3010110441;;;;;;
41.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,65;;1;1010030011;;;;;;
42;FECHAMENTO VERTICAL COM NEGATIVO-FV-NV-10X58X5;2;;5;;S;301015;301015;3;NEO20260128fefe;
42.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 650MM;2;65 CM;5,395 KG;3010110441;;;;;;
42.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,65;;1;1010030011;;;;;;
43;FECHAMENTO VERTICAL COM NEGATIVO-FV-NV-10X45X5;2;;4;;S;301015;301015;3;NEO20260128205c;
43.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 580MM;2;58 CM;4,814 KG;3010110586;;;;;;
43.1.1;PERFIL DE ALUMÍNIO FECHAMENTO 200 X 6000MM;0,58;;1;1010030011;;;;;;
44;PAINEL PAREDE-P-8X254,5;1;;79;3010021171;;;;;;
44.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 80 X 2545MM;1;254,5 CM;27,9936 KG;;CG C;301014;301014;3;NEO20260128c803;8 CM
44.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;2,54;;1;1010010004;;;;;;
44.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2545MM";2;254,5 CM;39,168 KG;3010015949;;;;;;
44.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,54;;1;1010020001;;;;;;
44.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 57MM";2;5,7 CM;2,56224 KG;;CS F;301001;301001;3;NEO2026012880c6;5,08 CM
44.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,05;;1;1010020001;;;;;;
44.4;PERFIL DE ALUMINIO TRAVESSA 150 X 57MM;7;5,7 CM;11,2098 KG;;CS;301028;301028;3;NEO20260128dab6;15 CM
44.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,05;;1;1010030003;;;;;;
45;PAINEL PAREDE-P-46X240;2;;57;3010020162;;;;;;
45.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 2400MM;2;240 CM;23,136 KG;;CS F C;301011;301011;3;NEO20260128aae2;23 CM
45.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;2,4;;1;1010030002;;;;;;
45.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 2400MM;2;240 CM;22,416 KG;;CS F C;301011;301011;3;NEO20260128671d;23 CM
45.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;2,4;;1;1010030001;;;;;;
45.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 437MM";4;43,7 CM;2,37728 KG;;CS F;301001;301001;3;NEO20260128e1da;5,08 CM
45.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,43;;1;1010020001;;;;;;
45.4;PERFIL DE ALUMINIO TRAVESSA 150 X 437MM;14;43,7 CM;10,4006 KG;;CS;301028;301028;3;NEO202601285796;15 CM
45.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,43;;1;1010030003;;;;;;
45.5;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;2;22,9 CM;0,7786 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
45.5.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
45.6;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;2;22,9 CM;0,7786 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
45.6.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
46;PAINEL PAREDE-P-45X240;2;;57;3010020114;;;;;;
46.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 2400MM;2;240 CM;23,136 KG;;CS F C;301011;301011;3;NEO20260128aae2;22,5 CM
46.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;2,4;;1;1010030002;;;;;;
46.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 2400MM;2;240 CM;22,416 KG;;CS F C;301011;301011;3;NEO20260128671d;22,5 CM
46.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;2,4;;1;1010030001;;;;;;
46.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 427MM";4;42,7 CM;2,32288 KG;;CS F;301001;301001;3;NEO202601281963;5,08 CM
46.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,42;;1;1010020001;;;;;;
46.4;PERFIL DE ALUMINIO TRAVESSA 150 X 427MM;14;42,7 CM;10,1626 KG;;CS;301028;301028;3;NEO202601281b3c;15 CM
46.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,42;;1;1010030003;;;;;;
46.5;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;2;22,9 CM;0,7786 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
46.5.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
46.6;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;2;22,9 CM;0,7786 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
46.6.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
47;PAINEL PAREDE-P-42X240;2;;56;3010020073;;;;;;
47.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 2400MM;2;240 CM;23,136 KG;;CS F C;301011;301011;3;NEO20260128aae2;21 CM
47.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;2,4;;1;1010030002;;;;;;
47.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 2400MM;2;240 CM;22,416 KG;;CS F C;301011;301011;3;NEO20260128671d;21 CM
47.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;2,4;;1;1010030001;;;;;;
47.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 397MM";4;39,7 CM;2,15968 KG;;CS F;301001;301001;3;NEO2026012854b9;5,08 CM
47.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,39;;1;1010020001;;;;;;
47.4;PERFIL DE ALUMINIO TRAVESSA 150 X 397MM;14;39,7 CM;9,4486 KG;;CS;301028;301028;3;NEO2026012809ff;15 CM
47.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,39;;1;1010030003;;;;;;
48;PAINEL PAREDE-P-18X240;6;;79;3010020003;;;;;;
48.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 180 X 2400MM;6;240 CM;27,9936 KG;;CS F C;301011;301011;3;NEO20260128328a;18 CM
48.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;2,4;;1;1010010004;;;;;;
48.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2400MM";12;240 CM;39,168 KG;3010010003;;;;;;
48.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,4;;1;1010020001;;;;;;
48.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 157MM";12;15,7 CM;2,56224 KG;;CS F;301001;301001;3;NEO20260128ab5e;5,08 CM
48.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,15;;1;1010020001;;;;;;
48.4;PERFIL DE ALUMINIO TRAVESSA 150 X 157MM;42;15,7 CM;11,2098 KG;;CS;301028;301028;3;NEO20260128039f;15 CM
48.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,15;;1;1010030003;;;;;;
49;PAINEL PAREDE-P-60X240;68;;2172;3010020001;;;;;;
49.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 2400MM;68;240 CM;786,624 KG;;CS F C;301011;301011;3;NEO20260128aae2;30 CM
49.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;2,4;;1;1010030002;;;;;;
49.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 2400MM;68;240 CM;762,144 KG;;CS F C;301011;301011;3;NEO20260128671d;30 CM
49.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;2,4;;1;1010030001;;;;;;
49.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 577MM";136;57,7 CM;106,72192 KG;;CS F;301001;301001;3;NEO20260128e345;5,08 CM
49.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,57;;1;1010020001;;;;;;
49.4;PERFIL DE ALUMINIO TRAVESSA 150 X 577MM;476;57,7 CM;466,9084 KG;;CS;301028;301028;3;NEO202601287255;15 CM
49.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,57;;1;1010030003;;;;;;
49.5;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;68;22,9 CM;26,4724 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
49.5.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
49.6;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;68;22,9 CM;26,4724 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
49.6.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
50;PAINEL PAREDE-P-59X240;6;;183;3010020115;;;;;;
50.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 590 X 2400MM;6;240 CM;91,7568 KG;;CG C;301014;301014;3;NEO2026012810e5;59 CM
50.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;2,4;;1;1010010004;;;;;;
50.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2400MM";12;240 CM;39,168 KG;3010010003;;;;;;
50.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,4;;1;1010020001;;;;;;
50.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 567MM";12;56,7 CM;9,25344 KG;;CS F;301001;301001;3;NEO202601280f28;5,08 CM
50.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,56;;1;1010020001;;;;;;
50.4;PERFIL DE ALUMINIO TRAVESSA 150 X 567MM;42;56,7 CM;40,4838 KG;;CS;301028;301028;3;NEO20260128898a;15 CM
50.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,56;;1;1010030003;;;;;;
50.5;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;6;22,9 CM;2,3358 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
50.5.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
50.6;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;6;22,9 CM;2,3358 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
50.6.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
51;PAINEL PAREDE-P-57X240;2;;57;3010020807;;;;;;
51.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 570 X 2400MM;2;240 CM;29,5488 KG;;CG C;301014;301014;3;NEO20260128be56;57 CM
51.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;2,4;;1;1010010004;;;;;;
51.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2400MM";4;240 CM;13,056 KG;3010010003;;;;;;
51.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,4;;1;1010020001;;;;;;
51.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 547MM";4;54,7 CM;2,97568 KG;;CS F;301001;301001;3;NEO202601281e63;5,08 CM
51.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,54;;1;1010020001;;;;;;
51.4;PERFIL DE ALUMINIO TRAVESSA 150 X 547MM;14;54,7 CM;13,0186 KG;;CS;301028;301028;3;NEO20260128b0b5;15 CM
51.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,54;;1;1010030003;;;;;;
51.5;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;2;22,9 CM;0,7786 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
51.5.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
51.6;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;2;22,9 CM;0,7786 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
51.6.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
52;PAINEL PAREDE-P-54X240;2;;59;;S;301002;301002;3;NEO202601284f7f;
52.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 2400MM;2;240 CM;23,136 KG;;CS F C;301011;301011;3;NEO20260128aae2;27 CM
52.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;2,4;;1;1010030002;;;;;;
52.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 2400MM;2;240 CM;22,416 KG;;CS F C;301011;301011;3;NEO20260128671d;27 CM
52.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;2,4;;1;1010030001;;;;;;
52.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 517MM";4;51,7 CM;2,81248 KG;;CS F;301001;301001;3;NEO202601288cb2;5,08 CM
52.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,51;;1;1010020001;;;;;;
52.4;PERFIL DE ALUMINIO TRAVESSA 150 X 517MM;14;51,7 CM;12,3046 KG;;CS;301028;301028;3;NEO20260128d94e;15 CM
52.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,51;;1;1010030003;;;;;;
52.5;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;2;22,9 CM;0,7786 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
52.5.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
52.6;PERFIL DE ALUMINIO TRAVESSA 150 X 229MM;2;22,9 CM;0,7786 KG;;CS;301028;301028;3;NEO20260128df1f;15 CM
52.6.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,22;;1;1010030003;;;;;;
53;PAINEL PAREDE-P-44X240;2;;56;3010020097;;;;;;
53.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 2400MM;2;240 CM;23,136 KG;;CS F C;301011;301011;3;NEO20260128aae2;22 CM
53.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;2,4;;1;1010030002;;;;;;
53.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 2400MM;2;240 CM;22,416 KG;;CS F C;301011;301011;3;NEO20260128671d;22 CM
53.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;2,4;;1;1010030001;;;;;;
53.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 417MM";4;41,7 CM;2,26848 KG;;CS F;301001;301001;3;NEO20260128a66c;5,08 CM
53.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,41;;1;1010020001;;;;;;
53.4;PERFIL DE ALUMINIO TRAVESSA 150 X 417MM;14;41,7 CM;9,9246 KG;;CS;301028;301028;3;NEO202601287c28;15 CM
53.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,41;;1;1010030003;;;;;;
54;PAINEL PAREDE-P-40X240;8;;224;3010020072;;;;;;
54.1;PERFIL DE ALUMINIO PAREDE FEMEA 300 X 2400MM;8;240 CM;92,544 KG;;CS F C;301011;301011;3;NEO20260128aae2;20 CM
54.1.1;PERFIL DE ALUMÍNIO PAREDE FEMEA 300 X 2450MM;2,4;;1;1010030002;;;;;;
54.2;PERFIL DE ALUMINIO PAREDE MACHO 300 X 2400MM;8;240 CM;89,664 KG;;CS F C;301011;301011;3;NEO20260128671d;20 CM
54.2.1;PERFIL DE ALUMÍNIO PAREDE MACHO 300 X 2450MM;2,4;;1;1010030001;;;;;;
54.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 377MM";16;37,7 CM;8,20352 KG;;CS F;301001;301001;3;NEO20260128fc8b;5,08 CM
54.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,37;;1;1010020001;;;;;;
54.4;PERFIL DE ALUMINIO TRAVESSA 150 X 377MM;56;37,7 CM;35,8904 KG;;CS;301028;301028;3;NEO20260128e437;15 CM
54.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,37;;1;1010030003;;;;;;
55;PAINEL PAREDE-P-39X240;4;;86;3010020071;;;;;;
55.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 390 X 2400MM;4;240 CM;40,4352 KG;;CG C;301014;301014;3;NEO2026012820fd;39 CM
55.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;2,4;;1;1010010004;;;;;;
55.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2400MM";8;240 CM;26,112 KG;3010010003;;;;;;
55.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,4;;1;1010020001;;;;;;
55.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 367MM";8;36,7 CM;3,99296 KG;;CS F;301001;301001;3;NEO20260128a970;5,08 CM
55.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,36;;1;1010020001;;;;;;
55.4;PERFIL DE ALUMINIO TRAVESSA 150 X 367MM;28;36,7 CM;17,4692 KG;;CS;301028;301028;3;NEO2026012859e3;15 CM
55.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,36;;1;1010030003;;;;;;
56;PAINEL PAREDE-P-35X240;6;;121;3010020005;;;;;;
56.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 350 X 2400MM;6;240 CM;54,432 KG;;CG C;301014;301014;3;NEO202601284fa7;35 CM
56.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;2,4;;1;1010010004;;;;;;
56.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2400MM";12;240 CM;39,168 KG;3010010003;;;;;;
56.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,4;;1;1010020001;;;;;;
56.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 327MM";12;32,7 CM;5,33664 KG;;CS F;301001;301001;3;NEO20260128adec;5,08 CM
56.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,32;;1;1010020001;;;;;;
56.4;PERFIL DE ALUMINIO TRAVESSA 150 X 327MM;42;32,7 CM;23,3478 KG;;CS;301028;301028;3;NEO202601289d71;15 CM
56.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,32;;1;1010030003;;;;;;
57;PAINEL PAREDE-P-34X240;8;;158;;S;301002;301002;3;NEO202601284df1;
57.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 340 X 2400MM;8;240 CM;70,5024 KG;;CG C;301014;301014;3;NEO2026012838b5;34 CM
57.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;2,4;;1;1010010004;;;;;;
57.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2400MM";16;240 CM;52,224 KG;3010010003;;;;;;
57.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,4;;1;1010020001;;;;;;
57.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 317MM";16;31,7 CM;6,89792 KG;;CS F;301001;301001;3;NEO202601286dfe;5,08 CM
57.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,31;;1;1010020001;;;;;;
57.4;PERFIL DE ALUMINIO TRAVESSA 150 X 317MM;56;31,7 CM;30,1784 KG;;CS;301028;301028;3;NEO202601283b42;15 CM
57.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,31;;1;1010030003;;;;;;
58;PAINEL PAREDE-P-31X240;2;;36;3010020016;;;;;;
58.1;CHAPA DE ALUMINIO 5052 H34  #4,00MM 310 X 2400MM;2;240 CM;16,0704 KG;;CG C;301014;301014;3;NEO202601281177;31 CM
58.1.1;CHAPA DE ALUMÍNIO 5052 H34 1500 X 3000 #4,00MM;2,4;;1;1010010004;;;;;;
58.2;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 2400MM";4;240 CM;13,056 KG;3010010003;;;;;;
58.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";2,4;;1;1010020001;;;;;;
58.3;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 287MM";4;28,7 CM;1,56128 KG;;CS F;301001;301001;3;NEO20260128f696;5,08 CM
58.3.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,28;;1;1010020001;;;;;;
58.4;PERFIL DE ALUMINIO TRAVESSA 150 X 287MM;14;28,7 CM;6,8306 KG;;CS;301028;301028;3;NEO202601281c00;15 CM
58.4.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,28;;1;1010030003;;;;;;
59;PAINEL PAREDE-P-30X240;13;;237;3010020015;;;;;;
59.1;PERFIL DE ALUMÍNIO PAREDE 300 X 2400MM;13;240 CM;186,888 KG;3010020023;;;;;;
59.1.1;PERFIL DE ALUMÍNIO PAREDE 300 X 2450MM;2,4;;1;1010030014;;;;;;
59.2;"BARRA CHATA DE ALUMINIO C/ DENTE 2"" X 3/8"" X 277MM";26;27,7 CM;9,79472 KG;;CS F;301001;301001;3;NEO20260128df63;5,08 CM
59.2.1;"BARRA CHATA DE ALUMÍNIO C/ DENTE 2"" X 3/8"" X 6000MM";0,27;;1;1010020001;;;;;;
59.3;PERFIL DE ALUMINIO TRAVESSA 150 X 277MM;91;27,7 CM;42,8519 KG;;CS;301028;301028;3;NEO202601280150;15 CM
59.3.1;PERFIL DE ALUMÍNIO TRAVESSA 150 X 6000MM;0,27;;1;1010030003;;;;;;
60;PAINEL PAREDE-P-28X240;3;;51;3010020004;;;;;;
